"If you are willing to buy this book for church, please write your name in Column A and drop it off at Room#215 on Sundays",,,,,,,,,,,
,,,,,,,,,,,
Donated By,#,Book Title,Denomination. ,Category by Age,Publisher,New/Used,Unit Price,Qty,Price,Link to Purchase,
,224,The Wedding at Cana (picture book),Catholic compatible,5-9,Arch Books,used,5,1,5,https://www.thriftbooks.com/w/the-wedding-at-cana---arch-books-arch-books-paperback_joanne-bader/10223379/item/14399856/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_zombies_hvbl_22798464369&utm_adgroup=&utm_term=&utm_content=764383471566&gad_source=1&gad_campaignid=22798464369&gbraid=0AAAAADwY45i6kAUQfe3AL_1pc3nQ-thU5&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nuA78ygMsEawyxsvaSfCdm44IpXWR7j8trdEDKgdYksQ_n8FWmmYshoCfPwQAvD_BwE#idiq=14399856&edition=9698343,
,225,Jesus Feeds the Five Thousand,Catholic compatible,4-8,Zonderkidz,new,4,1,4,https://www.barnesandnoble.com/w/jesus-feeds-the-five-thousand-crystal-bowman/1139865984?ean=9780310409144,
,226,Jesus Walks on Water (picture book),Catholic compatible,4-8,Arch Books Series/Concordia Publishing House,used,4,1,4,https://www.christianbook.com/jesus-walks-on-the-water/nancy-sanders/9780758608642/pd/608642?en=google&event=SHOP&kw=childrens-books-0-20%7C608642&p=1179710&utm_source=google&p=1244755&dv=c&cb_src=google&cb_typ=shopping&cb_cmp=23835087334&cb_adg=195026004863&cb_kyw=&utm_medium=shopping&gad_source=1&gad_campaignid=23835087334&gbraid=0AAAAAD_dTHa2Xwq105vMon1vPWr8FIpY8&gclid=CjwKCAjwvsvTBhBaEiwAmf-3niXP-YSaGmZYy2bFyNMmTZOGRwfCqT6BlaM67AREMZbkUOkKTrlPixoCNwIQAvD_BwE,
,227,The Nativity Story (board book),Catholic compatible,0-5,Igloo Books,used,7,1,7,https://www.christianbook.com/the-nativity-padded-board-book/9781837955275/pd/955276?en=google&event=SHOP&kw=childrens-books-0-20%7C955276&p=1179710&utm_source=google&p=1238751&dv=c&cb_src=google&cb_typ=pmax&cb_cmp=21788738292&cb_adg=&cb_kyw=&utm_medium=shopping&gad_source=1&gad_campaignid=21788738559&gbraid=0AAAAAD_dTHZlJyh9RQd6wshm_yFQcJRDg&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nr2nIRF_modCYRE2oSI3h6qDLsMMOol9vcgrepPfIrzNz5Yo0YACOxoCgnwQAvD_BwE,
,228,Humphrey's First Palm Sunday Boardbook,General Christian,2-5,WorthyKids,used,7,1,7,https://www.christianbook.com/humphreys-first-palm-sunday-boardbook/carol-heyer/9780824916886/pd/916886?en=google&event=SHOP&kw=ingram-0-20%7C916886&p=1179710&utm_source=google&p=1234083&dv=c&cb_src=google&cb_typ=shopping&cb_cmp=20379181146&cb_adg=157175267691&cb_kyw=&utm_medium=shopping&gad_source=1&gad_campaignid=20379181146&gbraid=0AAAAAD_dTHYjNeKf-4eyZ_wgQESATGN79&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nnjNr7HgGsyaZM33dfgyd2FWsVt9v6Pqgz4fI6r33fGJuY4FBtUfyRoC_FQQAvD_BwE,
,230,He Is Risen: The True Meaning of Easter By Glorious Youth,Catholic compatible,3-8,Independently published,used,17,1,17,https://www.thriftbooks.com/w/he-is-risen-the-true-meaning-of-easter-a-beautiful-easter-story-of-jesus-the-cross-and-his-resurrection/55298060/item/84631362/?utm_source=google&utm_medium=cpc&utm_campaign=shopping_new_condition_books_high_14637440387&utm_adgroup=&utm_term=&utm_content=545752455739&gad_source=1&gad_campaignid=14637440387&gbraid=0AAAAADwY45hlBaqpkhLXUYe1ssmn8WeQP&gclid=CjwKCAjwvsvTBhBaEiwAmf-3npOGzNAXkXAcQhitTWLVf6eAmrIYlTVzdRAlaajFN5_pR-IfnUok_RoCoOsQAvD_BwE#isbn=B0F4PM3YT6&idiq=84631362,
,231,A Child's Christmas Counting Book by Paul Thigpen,Catholic,1-4,TAN Books (Catholic),new,20,1,20,https://tanbooks.com/products/books/a-childs-christmas-counting-book-guest-of-the-animals/?sku=2862&gc_id=12292385187&h_ad_id=497215801881&gad_source=1&gad_campaignid=12292385187&gbraid=0AAAAADyykAzCbYIjEGRu6PHtgDQqsJ5_X&gclid=CjwKCAjwvsvTBhBaEiwAmf-3ntnjm96yxDxZeQYxPxma08vCRXUwnz4_oB1FoDljaYNPoQhdsom27BoCsPEQAvD_BwE,
,232,Our Father by Maite Roche,Catholic,1-5,Magnificat & Ignatius Press (Catholic),used,6,1,6,https://www.thriftbooks.com/w/our-father/19347391/item/32548777/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_childrens_22852179116&utm_adgroup=&utm_term=&utm_content=766933689252&gad_source=1&gad_campaignid=22852179116&gbraid=0AAAAADwY45jehVqhEXbYsnOVyAVqiOODy&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nq1s_7Jq3r-R5UipcJraMa2gPZDix76kUnWC9v8pjLJ2pYeezRN8YxoCF0kQAvD_BwE#idiq=32548777&edition=20596715,
,233,Saint Michael the Archangel (picture book),Catholic,4-11,TAN Books (Catholic),used,4,1,4,https://www.christianbook.com/st-michael-the-archangel/9780895558442/pd/558442?en=google&event=SHOP&kw=ingram-0-20%7C558442&p=1179710&utm_source=google&p=1229913&dv=c&cb_src=google&cb_typ=shopping&cb_cmp=23253333512&cb_adg=191394761951&cb_kyw=&utm_medium=shopping&gad_source=1&gad_campaignid=23253333512&gbraid=0AAAAAD_dTHaadriQnuUAXAS1AjHSn9C30&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nncnHfDJI6FOdLJiBECg9-D_LrVp6DC4mDhyKjsFVR63L0RjkkKdgxoCLmgQAvD_BwE,
,234,Saint Gabriel the Messenger (picture book),Catholic,0-8,Independently published,new,13,1,13,https://www.betterworldbooks.com/product/detail/st-gabriel-the-archangel-children-s-christian-book-lives-of-the-saints-9798348338626?shipto=US&curcode=USD&utm_source=google&utm_medium=cpc&utm_campaign=Shopping-New-USA&utm_content=186849722375&utm_term=&creative=777596326024&device=c&placement=&gad_source=4&gad_campaignid=23072334438&gbraid=0AAAAADMQnG-ehafpLY4je1XnzMSt2V0iy&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nniXB7F5I0p3OkMiLaedRcRLrW3AmB8SIkpYyNXzQK-7HwVqXTmJnxoCeO8QAvD_BwE,
,235,My Guardian Angel (picture book),Catholic,3-6,Aquinas Kids (Catholic),used,6,1,6,https://www.catholiccompany.com/products/my-guardian-angel?variant=50914099396917&utm_term=&utm_campaign=&utm_source=adwords&utm_medium=ppc&hsa_acc=1453680900&hsa_cam=22798195594&hsa_grp=&hsa_ad=&hsa_src=x&hsa_tgt=&hsa_kw=&hsa_mt=&hsa_net=adwords&hsa_ver=3&gad_source=1&gad_campaignid=22788669336&gbraid=0AAAAAD_gYDEA5aE_gzXxSjQwjEbLQZNbw&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nmxCVK6UFIRPPNsrNCKmF0jzy2y1f-NdRd1SCOpJIYSAKR75tE__rBoCLkkQAvD_BwE,
,236,"Love God, Love Me, Love You (Board book)",Catholic,0-5,OSV Kids (Catholic),new,10,1,10,https://www.stjudeshop.com/gifts/baby-children-products/childrens-books/spiritual-books-for-children/love-god-love-me-love-you-tiny-saints-board-book/?sku=1-68192-627-8&gad_source=1&gad_campaignid=21165092379&gbraid=0AAAAA9gxNOEJNlc2tsYOSDbyjdw8bdC1Y&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nj96sPLvX34Z59Z4rD_IUyJpqv83iLHIcAD-dovEx3tki8GnU81ZpRoCWY4QAvD_BwE,
,237,Jesus Loves the Little Children,Catholic compatible,4-8,Zonderkidz,used,5,1,5,https://www.christianbook.com/loves-little-children-series-level-1/janee-trasler/9780310716204/pd/716204?en=google&event=SHOP&kw=ingram-0-20%7C716204&p=1179710&utm_source=google&p=1234083&dv=c&cb_src=google&cb_typ=shopping&cb_cmp=20379181146&cb_adg=157175267691&cb_kyw=&utm_medium=shopping&gad_source=1&gad_campaignid=20379181146&gbraid=0AAAAAD_dTHYjNeKf-4eyZ_wgQESATGN79&gclid=CjwKCAjwvsvTBhBaEiwAmf-3noQyGYpHHjG0f2bfAYNo6BHgBPQbppYC0mlADoK94uYttKewJrHrbRoCW2kQAvD_BwE,
,238,The Good Samaritan (picture book),Catholic compatible,4-8,Barbour Publishing,used,5,1,5,https://www.christianbook.com/story-good-samaritan-rhyming-bible-kids/phil-smouse/9781641236126/pd/236125?en=google&event=SHOP&kw=ingram-0-20%7C236125&p=1179710&utm_source=google&p=1229913&dv=c&cb_src=google&cb_typ=shopping&cb_cmp=233748492&cb_adg=14846229612&cb_kyw=&utm_medium=shopping&gad_source=1&gad_campaignid=233748492&gbraid=0AAAAAD_dTHZwFa2yih_Kn4j3GoqwtxOoI&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nr8IeEVLxzx-eNzk6fcexGhrTMnPJ7LyYAZ0MUwTgMpHgfFFyMXZYRoCP5MQAvD_BwE,
,239,The Prodigal Son (picture book),Catholic compatible,4-8,Barbour Publishing,used,4,1,4,https://www.christianbook.com/story-prodigal-rhyming-bible-for-kids/phil-smouse/9781641236133/pd/236135?en=google&event=SHOP&kw=childrens-books-0-20%7C236135&p=1179710&utm_source=google&p=1244755&dv=c&cb_src=google&cb_typ=shopping&cb_cmp=23835087334&cb_adg=195026004863&cb_kyw=&utm_medium=shopping&gad_source=1&gad_campaignid=23835087334&gbraid=0AAAAAD_dTHa2Xwq105vMon1vPWr8FIpY8&gclid=CjwKCAjwvsvTBhBaEiwAmf-3ngpLuwdYk7fWZfjvkFhqCodS-ggqwDmSWTNl5CqsVGOVOv0CADzKVBoCrAkQAvD_BwE,
,240,The Mustard Seed (picture book),General Christian,4-8,Flyaway Books,used,12,1,12,https://www.christianbook.com/the-marvelous-mustard-seed/amy-jill-levine/9780664262754/pd/262755?en=google&event=SHOP&kw=ingram-0-20%7C262755&p=1179710&utm_source=google&p=1234083&dv=c&cb_src=google&cb_typ=shopping&cb_cmp=20379181146&cb_adg=157175267691&cb_kyw=&utm_medium=shopping&gad_source=1&gad_campaignid=20379181146&gbraid=0AAAAAD_dTHYjNeKf-4eyZ_wgQESATGN79&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nnnDRKX5kFT8xMP2NnT3BRONgz9yLCUTfw3A0aW0afnWgoqnrRF8_xoCTCYQAvD_BwE,
,241,Mary's Little Donkey ,Catholic compatible,4-7,Floris Books,used,11,1,11,https://www.thriftbooks.com/w/marys-little-donkey-and-the-flight-to-egypt-contemporary-kelpies_gunhild-sehlin/569979/item/41033619/?utm_source=google&utm_medium=cpc&utm_campaign=LCE_low_vol_f%2fm%2fs_standard_shopping_customer_aquisition_22591097975&utm_adgroup=&utm_term=&utm_content=754049995103&gad_source=1&gad_campaignid=22591097975&gbraid=0AAAAADwY45js040Di-hg8U_6KIWNBfxwU&gclid=CjwKCAjwvsvTBhBaEiwAmf-3ntXrlueWs6DKIJxzSa5drBGHLzesDWfpi80Er8YoU0_rpF8zuq0sFBoCrJwQAvD_BwE#idiq=41033619&edition=19911159,
,242,The Star of Bethlehem,Catholic compatible,6-14,Hearst Books,used,7,1,7,https://www.betterworldbooks.com/product/detail/the-star-of-bethlehem-the-history-mystery-and-beauty-of-the-christmas-star-9780688131203?shipto=US&curcode=USD&utm_source=google&utm_medium=cpc&utm_campaign=Shopping-Used-Inactive&utm_content=194484264719&utm_term=&creative=804640276967&device=c&placement=&gad_source=4&gad_campaignid=23739868790&gbraid=0AAAAADMQnG_D-XcbsAMg7yiesB-aV9We_&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nhcCCpqRZfYMd9sQXb7dFK4B4VadHSuJr4cbY7Eq_oOhYtf8ilFzqhoCJjwQAvD_BwE,
,243,We Three Kings (picture book),Catholic compatible,4-10,Atheneum Books for Young Readers,used,16,1,16,https://www.christianbook.com/we-three-kings-gennady-spirin/9780689821141/pd/821141?en=google&event=SHOP&kw=ingram-0-20%7C821141&p=1179710&utm_source=google&p=1244755&dv=c&cb_src=google&cb_typ=shopping&cb_cmp=23835087334&cb_adg=195026004863&cb_kyw=&utm_medium=shopping&gad_source=1&gad_campaignid=23835087334&gbraid=0AAAAAD_dTHa2Xwq105vMon1vPWr8FIpY8&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nloxhFi9YDSvlyUw-DWxv3PqdBZm984FOvsuthXAEewMFZCCxdyKexoCZt4QAvD_BwE,
,244,A Catholic Child's Illustrated Lives of the Saints ,Catholic,6-10,Regina Press (Catholic),used,12,1,12,https://www.christianbook.com/catholic-childs-illustrated-lives-the-saints/l-e-mccullough/9780882711409/pd/711409?en=google&event=SHOP&kw=ingram-0-20%7C711409&p=1179710&utm_source=google&p=1234083&dv=c&cb_src=google&cb_typ=shopping&cb_cmp=20379181146&cb_adg=157175267691&cb_kyw=&utm_medium=shopping&gad_source=1&gad_campaignid=20379181146&gbraid=0AAAAAD_dTHYjNeKf-4eyZ_wgQESATGN79&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nnhvD6EE8NhdWtUjA2KwhtbAVIQR3uueOzOoELOtokx7J7RpkfqFaBoCwZQQAvD_BwE,
,245,"Thank You, God! (Little Blessings Series)",General Christian,1-3,Tyndale House Publishers,used,6,1,6,https://www.thriftbooks.com/w/thank-you-god-little-blessings-line_kathleen-long-bostrom/702902/item/1367694/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_childrens_22852179116&utm_adgroup=&utm_term=&utm_content=766933689252&gad_source=1&gad_campaignid=22852179116&gbraid=0AAAAADwY45jehVqhEXbYsnOVyAVqiOODy&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSg1TWYBQvULV8XY0Xm-OE3nomux0tByVHLsHSLhFjzNt7JPuOvOMbBoCswIQAvD_BwE#idiq=1367694&edition=2500423,
,246, My First Bedtime Prayers by Maïte Roche.,Catholic,0-3,WorthyKids,used,7,1,7,https://www.christianbook.com/my-first-bedtime-prayers/maite-roche/9781586175030/pd/175033?en=google&event=SHOP&kw=ingram-0-20%7C175033&p=1179710&srsltid=AfmBOoqmZ4_BfvOEJmlxeuR2XiGNIw12wB33NP8-CB8d31mYzqAmwseIHSc,
,247,My Little Catechism by Fr. Guillaume de Menthiere,Catholic,7-12,Magnificat & Ignatius Press (Catholic),used,12,1,12,https://www.thriftbooks.com/w/my-little-catechism_guillaume-de-menthire/14068829/item/43300270/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_childrens_22852179116&utm_adgroup=&utm_term=&utm_content=766933689252&gad_source=1&gad_campaignid=22852179116&gbraid=0AAAAADwY45jehVqhEXbYsnOVyAVqiOODy&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSsIIO_fvsRD4j3KVOW_INP3-gnV1uaLy-xTPzg3RbRT0y_2jh1yw3RoCIOgQAvD_BwE#idiq=43300270&edition=14909661,
,248,Saint Therese and the Roses,Catholic,9-15,Ignatius Press (Catholic),used,5,1,5,https://www.abebooks.com/servlet/BookDetailsPL?bi=32478267221&dest=USA&ref_=ps_ggl_18382194370&cm_mmc=ggl-_-US_Shopp_Trade0to10-_-product_id=US9780898705201NEW-_-keyword=&gad_source=1&gad_campaignid=17190383930&gbraid=0AAAAAD3Y6guzqjXpE_s66C4fEl0G_Pno9&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSjjBV4XMqmOgU7E1a1cVGE9gUgkfeKgdejYnNsgfazxGfiKOVIkRaBoCQvsQAvD_BwE,
,249,St. Padre Pio by Abigail Gartland (Lives of the Saints) ,Catholic. Part of Lives of the Saints books created by the author,0-9,Independently published by author (Catholic),new,6,1,6,https://www.walmart.com/ip/St-Padre-Pio-Children-s-Christian-Book-Lives-of-the-Saints-Paperback-9798869283238/5432279652?wmlspartner=wlpa&selectedSellerId=0&veh=seo_fpl&cn=google,
,250,Saint Francis Preaches to the Birds,General Christian,3-8,Chronicle Books,used,5,1,5,https://www.abebooks.com/servlet/BookDetailsPL?bi=32457011293&dest=USA&ref_=ps_ggl_18382194370&cm_mmc=ggl-_-US_Shopp_Trade0to10-_-product_id=US9780811802222USED-_-keyword=&gad_source=4&gad_campaignid=17190383930&gbraid=0AAAAAD3Y6gvugevUYXEDSOSFjgSpIYkOZ&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSol5Z4qAyo1wvA2bWsi1aIWYef6J5GUumnNjoMuWsavFr93nAVtTdBoCEX4QAvD_BwE,
,251,God's Grandmother: Saint Anne by Brian Kiczek,Catholic,15 & up,Independently published,used,12,1,12,https://www.walmart.com/ip/God-s-Grandmother-Saint-Anne-Paperback-9798667014676/208939308?wmlspartner=wlpa&selectedSellerId=0&veh=seo_fpl&cn=google,
,252,The Holy Rosary (picture book for young children),Catholic,5-9,Catholic Book Publishing Corp.,used,6,1,6,https://www.thriftbooks.com/w/the-holy-rosary_fr-lawrence-g-lovasik_catholic-book-publishing-corp/1700796/item/10744933/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_zombies_hvml_22797775610&utm_adgroup=&utm_term=&utm_content=764091475358&gad_source=1&gad_campaignid=22797775610&gbraid=0AAAAADwY45jVzZKvY2t8sUpeT9A9lQY9u&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSs8LALeonN4TOR7lYYA-Tjjl2cNpbA_acoajGt13XTSUe13ui0O8WxoCJv0QAvD_BwE#idiq=10744933&edition=3520703,
,253,Our Parish Church (Picture Book),Catholic,5-9,Catholic Book Publishing Corp.,used,3,1,3,https://www.stjudeshop.com/shop-religious-articles/our-parish-church-picture-book-1wat/?sku=499/00&gad_source=1&gad_campaignid=21165092379&gbraid=0AAAAA9gxNOEJNlc2tsYOSDbyjdw8bdC1Y&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSigNYuuQZKd1sy30VDLX0iGpQ54xE-iHER1CcAaVQ6oN-mjWAw24wxoCLasQAvD_BwE,
,255,Lights of the Saints,Catholic,4-12,Word on Fire Spark. (Catholic),used,8,1,8,https://www.thriftbooks.com/w/light-at-the-torn-horizon/34452949/item/56523571/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_childrens_22852179116&utm_adgroup=&utm_term=&utm_content=766933689252&gad_source=1&gad_campaignid=22852179116&gbraid=0AAAAADwY45jehVqhEXbYsnOVyAVqiOODy&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSt4jnjcBK7BqGrFmGpvrw4YTWQMOwC8AOY3ghNEsA2G7ZNA6dl0dKxoC7pIQAvD_BwE#idiq=56523571&edition=65022281,
,256,The Story of Creation: Rhyming Bible Fun for Kids! (board book),Catholic compatible,4-8,Barbour Publishing,used,5,1,5,https://www.whitakerhouse.com/product/story-of-creation/?&utm_source=Google_cpc&utm_medium=adwords&utm_campaign=23355082061&utm_adgroup=195666289568&utm_term=&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSjQLX3ReDGGW62S80Ewruu-CWZUvS65pGE6e5VbyL6kQa7245GJaVhoC2HgQAvD_BwE&gad_source=1&gad_campaignid=23355082061&gbraid=0AAAAACb4FukKaiC-wJPcvxJd0s8S_b9iR,
,257,See What God Made! by Kathleen Long Bostrom,General Christian,0-4,Tommy Nelson,used,9,1,9,https://churchsource.com/products/see-what-god-made-a-creation-story-lift-the-flap-book?currency=USD&country=US&variant=42369034551393&stkn=0537a4b57eb9&gad_source=1&gad_campaignid=20889593668&gbraid=0AAAAADkmkWKngNV9P7MLg4TDxHoP2s-Hs&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSqybKChxvWM7B334wDaLuGs942368VGfbaNra07eVc6_fCFvA8DYLBoCwycQAvD_BwE&_su_rec=kCsW-ROzzMihr6GnPBR3I2RXd-iCVUII3HpVV4jm8zOexdaUrQvemZZJK8fernleSru0Hr4iT1W-rg-8XlfhLEY4_-HaHxZc1CkfQK1xe6Ohb7jqVD-qPM_IR4px2wbuv1cksBT8BxS9_T80xK2Ycc0K_v3blqPzZtyPcFN9Q5te_jplHGUhfe1q6Sz4H2dab2HgLxfPd4dx_WF-2D2EXkAIawkcq7G_RhdlZqxz7pSjH2XmZrv-xhO_XWjFmmt6YjrY_MqfyjIcRG4qf90lNotc38c&_su_rec_id=82b096dc-4e50-4595-b537-9804e0e3410c-1786000054,
,258,Saint Gianna Beretta Molla: A Mother's Love,Catholic. Part of The Saints Series,0-8,Hof & Heart Holdings (Catholic owned family imprint),new,23,1,23,https://www.barnesandnoble.com/w/saint-gianna-beretta-molla-hoffmeyer/1150486679?ean=9798951259028,
,259,Saint Joseph: The Foster-Father Saint by Maria Riley,Catholic,6-10,Independenlty published via Maria Riley Author platforms (Catholic),used,11,1,11,https://www.thriftbooks.com/w/saint-joseph-the-foster-father-saint-adventures-with-the-saints_maria-riley/37970019/item/55178291/?utm_source=google&utm_medium=cpc&utm_campaign=shopping_new_condition_books_high_14637440387&utm_adgroup=&utm_term=&utm_content=545752455739&gad_source=1&gad_campaignid=14637440387&gbraid=0AAAAADwY45hlBaqpkhLXUYe1ssmn8WeQP&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSs9xMTpCFeS2Fr-ngN8A6bYlwY9SEh-FdiSq_vJd6k5tgtquaMtgwhoCoBQQAvD_BwE#idiq=55178291&edition=65892988,
,260,The Ten Marys: And the Angel Gabriel,Catholic,4-10,Paulist Press (Catholic),used,15,1,15,https://www.thriftbooks.com/w/the-ten-marys-and-the-angel-gabriel_aurora-magni/1840177/item/87817423/?utm_source=google&utm_medium=cpc&utm_campaign=shopping_new_condition_books_high_14637440387&utm_adgroup=&utm_term=&utm_content=545752455739&gad_source=4&gad_campaignid=14637440387&gbraid=0AAAAADwY45g6UbBx-2F9sWb4YP-GPhrw1&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSvLSx7Wpf4BJ8JktXKpdzVNpgh4hehzzJdEgLDPtintQ7Keb0PO85BoCfcMQAvD_BwE#idiq=87817423&edition=6568825,
,261,Faith and Life Series Grade 3 (Ignatius Press),Catholic,8-9,Ignatius Press (Catholic),used,11,1,11,https://www.thriftbooks.com/w/our-life-with-jesus-book-3_ignatius-press/521533/item/4822341/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_childrens_22852179116&utm_adgroup=&utm_term=&utm_content=766933689252&gad_source=1&gad_campaignid=22852179116&gbraid=0AAAAADwY45jehVqhEXbYsnOVyAVqiOODy&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSsiH1i9DrybOIwCjO-OVGwiCge7as_o2I4bsBPAwR1WPUR-mTTfckhoC2LEQAvD_BwE#idiq=4822341&edition=4086220,
,262,Faith and Life Series Grade 4 (Ignatius Press),Catholic,9-10,Ignatius Press (Catholic),used,12,1,12,https://www.thriftbooks.com/w/jesus-our-guide-faith-and-life-serie-book-4/7460427/item/4048627/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_zombies_hvml_22797775610&utm_adgroup=&utm_term=&utm_content=764004335680&gad_source=1&gad_campaignid=22797775610&gbraid=0AAAAADwY45jVzZKvY2t8sUpeT9A9lQY9u&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSnApYn4ootu336VtE4TOsCx27h6ps0tLJ0OKlPHcWoDheWf19RCHnBoCkLsQAvD_BwE#idiq=4048627&edition=3440334,
,263,Faith and Life Series Grade 5 (Ignatius Press),Catholic,10-11,Ignatius Press (Catholic),used,8,1,8,https://www.abebooks.com/servlet/BookDetailsPL?bi=32131857427&dest=USA&ref_=ps_ggl_18382194370&cm_mmc=ggl-_-US_Shopp_Trade0to10-_-product_id=US9781586175672USED-_-keyword=&gad_source=1&gad_campaignid=17190383930&gbraid=0AAAAAD3Y6guzqjXpE_s66C4fEl0G_Pno9&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSl4cnfDHq-1catfUx2RSpeVHkTbvNv6T5cOIUBpL_SZBB_LluJwCKhoCbGwQAvD_BwE,
,264,Saint Barbara: The Thunderstorm Saint,Eastern Orthodox. Catholic compatible,3-8,Potamitis Publishing,new,4,1,4,https://potamitis.us/products/103-paterikon-for-kids-saint-barbara-the-great-martyr?variant=32939514331170&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOoqend4FOOfZnjoi0sFODvkTlF3x-UOQ0pOlQ-pvhgJxCy4eaymfyeM,
,265,Saint Cecelia: Patroness of Music,Catholic. Part of Lives of the Saints books created by the author,5-9,Independently published by author (Catholic),used,12,1,12,https://www.thriftbooks.com/w/st-cecilia---childrens-christian-book---lives-of-the-saints/52638441/item/63961151/?utm_source=google&utm_medium=cpc&utm_campaign=shopping_new_condition_books_high_14637440387&utm_adgroup=&utm_term=&utm_content=545752455739&gad_source=4&gad_campaignid=14637440387&gbraid=0AAAAADwY45g6UbBx-2F9sWb4YP-GPhrw1&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSnB3lifBCWJGrzGYr7ACm4Uhkr2eRmTQC3DY300j00UvceVM2_v8dRoCm2MQAvD_BwE#isbn=B0CZH41DHC&idiq=63961151,
,266,God's Superheroes: Amazing Catholic Men Vol1 and Vol2,Catholic,8-13,Our Sunday Visitor (Catholic),new,36,1,36,https://www.catholiccompany.com/products/gods-superheroes-amazing-catholic-men?variant=50928693444917&utm_term=&utm_campaign=&utm_source=adwords&utm_medium=ppc&hsa_acc=1453680900&hsa_cam=22798195594&hsa_grp=&hsa_ad=&hsa_src=x&hsa_tgt=&hsa_kw=&hsa_mt=&hsa_net=adwords&hsa_ver=3&gad_source=4&gad_campaignid=22788669336&gbraid=0AAAAAD_gYDEu304hhtt8Xr8c5dCv6YGk0&gclid=CjwKCAjw4dDTBhAqEiwAkHYmShOLSXLmP8PzUFFb3sEhL5Dtr7mZyW_lPIEj408cRRVZE9bzfqe_0BoCsx0QAvD_BwE,
,268,The Beginner's Bible: Jesus Heals the Sick by Kelly Pulley,Catholic compatible,0-4,Zonderkidz,used,7,1,7,https://www.thriftbooks.com/w/jesus-heals-the-sick_kelly-pulley/3288766/item/18937815/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_zombies_hvml_22797775610&utm_adgroup=&utm_term=&utm_content=764091475358&gad_source=4&gad_campaignid=22797775610&gbraid=0AAAAADwY45iJ8TIT6OA1FOigKloWfnihz&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSujYmmE10-kpdaf81v270eh-oL6dQMWLGiqShmjARV74GQlSTapmpxoC56gQAvD_BwE#idiq=18937815&edition=7964842,
,269,Our Lady Undoer of Knots by Sylvia Dorham,Catholic,5-8,TAN Books (Catholic),used,11,1,11,https://www.thriftbooks.com/w/our-lady-undoer-of-knots_sylvia-dorham/36470151/item/63681855/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_zombies_lvml_22807994110&utm_adgroup=&utm_term=&utm_content=764425038940&gad_source=4&gad_campaignid=22807994110&gbraid=0AAAAADwY45gE5UbCZwJYanp8ZdYNoFidY&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSsTBlN_IA8KgqpVy_sSh9WiJD8WhWorMUFp8IXMnpAZ6C7eLo4gqPRoCYXYQAvD_BwE#idiq=63681855&edition=64340454,
